tími; hitastig; fan_on; duty_cycle; heater_on
1227.48; 22.10; 1.00; 100.00; 1.00
1228.48; 22.10; 1.00; 100.00; 1.00
1229.91; 21.90; 1.00; 100.00; 1.00
1230.91; 21.90; 1.00; 100.00; 1.00
1232.35; 21.80; 1.00; 100.00; 1.00
1233.35; 21.80; 1.00; 100.00; 1.00
1234.78; 21.70; 1.00; 100.00; 1.00
1235.78; 21.70; 1.00; 100.00; 1.00
1237.21; 21.70; 1.00; 100.00; 1.00
1238.21; 21.70; 1.00; 100.00; 1.00
1239.65; 21.70; 1.00; 100.00; 1.00
1240.65; 21.70; 1.00; 100.00; 1.00
